"Gene"	"CC02.17F1a"	"CC06.09F1a"	"CB21.03F1a"	"CC03.15F1a"	"CB05.15F1a"	"CC20.13F1a"	"CB07.01F1a"	"CB20.13F1a"
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_4"	0	0	0	0	0	1	0	1
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_5"	0	0	0	0	0	1	0	0
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_6"	0	1	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_7"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_8"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_9"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_10"	1	0	0	0	0	4	1	1
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_11"	1	0	1	0	0	4	2	2
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_12"	1	2	1	1	1	7	1	3
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_13"	1	0	0	0	0	5	1	2
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_14"	1	0	1	0	0	2	0	1
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_15"	1	1	1	0	0	6	0	3
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_16"	1	0	0	0	2	3	1	6
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_17"	2	1	0	1	2	5	1	10
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_18"	2	1	1	1	2	7	1	8
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_19"	1	1	0	0	0	2	0	2
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_20"	1	2	1	0	0	4	0	2
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_21"	0	0	0	0	0	2	0	1
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_22"	1	1	1	0	0	4	0	2
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_23"	1	1	0	0	0	3	2	2
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_24"	0	1	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_25"	3	14	1	1	1	5	2	25
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_26"	1	1	1	0	0	2	0	3
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_27"	0	0	0	0	0	2	1	1
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_28"	0	0	0	0	0	1	0	1
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_29"	2	1	2	0	1	7	2	6
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_30"	0	1	0	0	0	1	1	0
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_31"	2	1	1	0	1	5	2	2
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_32"	0	1	0	1	0	2	0	4
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_33"	1	8	0	0	0	1	1	3
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_34"	1	1	1	0	1	5	2	6
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_35"	0	2	0	0	0	1	1	4
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_36"	0	4	0	0	0	3	0	3
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_37"	0	0	0	0	0	1	0	3
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_38"	5	8	1	1	1	19	1	27
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_39"	0	2	0	0	0	4	0	7
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_40"	1	11	2	0	1	6	3	12
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_41"	0	2	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_42"	0	1	1	0	0	1	1	5
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_43"	1	2	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_44"	1	16	1	0	0	0	0	1
"ERR4836887_bin.54_NODE_418_length_42946_cov_228.185050_45"	0	0	0	0	0	1	0	1
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_1"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_2"	2	1	1	0	2	7	3	29
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_3"	3	5	1	0	1	7	2	10
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_4"	2	1	0	0	2	9	1	15
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_5"	2	1	1	1	1	12	1	4
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_6"	1	2	0	1	1	7	1	3
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_7"	2	3	0	1	1	4	0	5
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_8"	0	0	0	0	0	1	0	0
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_9"	1	0	0	1	0	3	1	2
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_10"	1	1	1	1	0	5	0	3
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_11"	1	1	0	0	1	4	1	4
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_12"	0	1	0	1	1	8	0	6
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_13"	1	1	1	0	0	3	1	4
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_14"	0	0	0	0	0	2	1	0
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_15"	1	2	0	1	1	3	0	5
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_16"	0	1	1	0	0	3	1	4
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_17"	0	1	0	1	1	2	1	2
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_18"	1	1	1	2	5	12	1	13
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_19"	1	0	0	0	3	4	0	1
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_20"	3	1	0	1	3	4	0	5
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_21"	4	8	2	1	11	18	2	69
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_22"	2	2	3	1	1	4	2	2
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_23"	1	1	1	1	0	2	0	1
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_24"	1	0	0	0	0	2	1	1
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_25"	4	7	3	1	1	21	3	19
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_26"	1	0	0	0	0	1	0	1
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_27"	3	4	0	0	0	3	1	4
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_28"	2	0	0	0	0	4	0	3
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_29"	2	1	1	0	0	3	0	1
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_30"	0	0	0	0	0	1	0	1
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_31"	1	1	1	0	0	2	0	2
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_32"	1	0	1	0	0	2	1	2
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_33"	0	0	0	0	0	1	0	0
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_34"	0	0	1	0	0	4	0	1
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_35"	0	0	0	0	0	1	0	1
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_36"	2	0	1	0	0	4	1	2
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_37"	1	0	0	0	0	1	0	0
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_38"	1	0	0	0	0	2	0	7
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_39"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_40"	1	1	0	0	0	5	1	5
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_41"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_42"	4	4	1	1	6	12	2	23
"ERR4836887_bin.54_NODE_426_length_42495_cov_216.722243_43"	1	1	0	0	0	2	0	2
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_1"	2	0	1	1	2	5	2	5
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_2"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_3"	1	1	0	1	0	0	0	2
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_4"	1	1	1	0	0	0	2	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_5"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_6"	0	0	0	0	0	0	1	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_7"	1	0	1	0	1	0	1	2
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_8"	1	0	1	0	1	0	2	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_9"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_10"	1	1	0	0	0	6	1	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_11"	0	0	0	0	0	2	1	0
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_12"	0	0	0	0	0	2	1	0
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_13"	0	0	0	0	0	1	0	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_14"	1	1	0	0	0	11	4	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_15"	1	1	1	0	0	0	0	0
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_16"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_17"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_18"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_19"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_20"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_21"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_22"	0	0	0	0	0	0	1	2
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_23"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_24"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_25"	1	0	0	0	0	0	1	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_26"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_27"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_28"	0	0	0	0	0	0	1	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_29"	0	0	0	0	2	0	0	2
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_30"	1	0	0	5	1	6	0	13
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_31"	1	0	0	2	2	7	0	7
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_32"	0	0	0	0	0	3	0	3
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_33"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_432_length_42299_cov_307.324448_34"	2	0	0	1	1	5	0	20
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_1"	1	0	1	0	0	2	1	1
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_2"	2	0	1	0	0	5	1	2
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_3"	3	12	2	1	0	6	2	2
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_4"	1	1	1	0	0	6	2	2
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_5"	6	5	2	2	4	12	3	15
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_6"	0	0	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_7"	0	1	1	0	1	5	1	2
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_8"	0	1	1	1	0	5	1	3
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_9"	0	0	0	0	0	3	1	0
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_10"	0	0	0	0	0	1	0	0
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_11"	1	1	0	1	1	3	1	3
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_12"	1	0	1	0	0	0	1	0
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_13"	0	0	0	0	0	1	0	1
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_14"	0	0	0	0	0	1	0	1
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_15"	0	1	1	0	0	5	1	2
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_16"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_17"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_18"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_19"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_20"	0	1	1	0	0	2	0	2
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_21"	0	1	1	0	0	4	2	2
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_22"	0	0	1	1	0	3	0	1
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_23"	1	4	1	2	1	10	1	6
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_24"	1	2	1	2	1	10	2	6
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_25"	1	2	0	3	2	8	2	9
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_26"	0	1	0	1	0	4	4	2
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_27"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_28"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_463_length_40392_cov_308.364926_29"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_1"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_2"	0	0	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_3"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_4"	1	0	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_5"	3	0	0	0	0	0	0	5
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_6"	1	0	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_7"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_8"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_9"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_10"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_11"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_12"	1	0	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_13"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_14"	0	0	1	0	0	0	1	1
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_15"	1	0	2	0	0	3	9	2
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_16"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_17"	2	0	0	0	0	0	0	5
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_18"	1	0	0	0	0	0	0	3
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_19"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_20"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_21"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_22"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_23"	1	0	0	0	0	0	0	5
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_24"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_25"	1	0	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_26"	1	0	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_27"	1	0	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_28"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_29"	4	0	0	0	0	0	0	7
"ERR4836887_bin.54_NODE_520_length_37952_cov_309.835897_30"	3	0	0	0	0	0	0	11
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_1"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_2"	1	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_3"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_4"	0	0	0	0	0	1	0	1
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_5"	0	0	0	0	0	2	0	4
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_6"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_7"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_8"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_9"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_10"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_11"	0	0	0	0	0	0	0	5
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_12"	0	0	0	0	0	1	0	6
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_13"	0	0	1	0	0	3	0	5
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_14"	0	0	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_15"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_16"	0	0	0	0	0	1	0	7
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_17"	0	0	0	0	0	1	0	9
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_18"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_19"	0	0	0	0	0	1	0	2
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_20"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_21"	0	0	0	0	0	3	2	9
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_22"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_23"	0	0	0	0	2	0	0	6
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_24"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_25"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_26"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_27"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_28"	0	0	0	0	0	1	0	2
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_29"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_30"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_31"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_32"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_33"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_34"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_521_length_37844_cov_353.748922_35"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_1"	0	0	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_2"	0	0	0	0	0	0	0	3
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_3"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_4"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_5"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_6"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_7"	0	0	0	0	0	0	0	2
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_8"	0	0	1	0	0	0	0	2
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_9"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_10"	1	0	1	0	0	1	0	6
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_11"	0	0	0	0	0	1	0	2
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_12"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_13"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_14"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_15"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_16"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_17"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_18"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_19"	0	2	0	0	0	1	0	0
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_20"	0	0	1	0	0	2	1	1
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_21"	3	1	1	1	0	4	3	2
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_22"	0	0	1	0	0	0	0	1
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_23"	2	0	1	0	0	4	2	16
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_24"	0	1	0	0	0	1	0	2
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_25"	0	0	0	0	0	1	1	1
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_26"	3	3	1	1	7	12	1	12
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_27"	2	2	2	0	1	7	1	8
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_28"	2	5	0	1	0	3	0	3
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_29"	5	6	1	1	5	13	1	20
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_30"	2	2	1	0	2	5	1	6
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_31"	0	1	0	0	1	2	0	1
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_32"	0	1	0	1	1	2	0	2
"ERR4836887_bin.54_NODE_556_length_36755_cov_298.295858_33"	4	2	1	1	1	4	1	6
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_1"	0	0	0	3	0	0	0	1
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_2"	0	0	0	1	0	0	1	1
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_3"	0	0	0	0	0	0	1	1
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_4"	0	0	0	1	0	0	0	1
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_5"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_6"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_7"	0	0	0	1	0	0	0	1
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_8"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_9"	0	0	0	1	0	0	1	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_10"	0	0	0	5	0	1	2	2
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_11"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_12"	0	0	0	1	0	0	0	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_13"	0	0	0	2	0	1	1	1
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_14"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_15"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_16"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_17"	0	0	0	1	0	1	1	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_18"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_19"	0	0	0	2	0	0	2	2
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_20"	0	0	0	0	0	0	2	2
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_21"	0	0	0	1	0	0	1	1
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_22"	0	0	0	1	0	0	0	2
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_23"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_24"	0	0	0	0	0	0	0	0
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_25"	0	0	0	0	0	0	0	1
"ERR4836887_bin.54_NODE_559_length_36582_cov_283.794015_26"	0	0	0	0	0	0	0	1
