"Gene"	"CC02.17F1a"	"CC06.09F1a"	"CB21.03F1a"	"CC03.15F1a"	"CB05.15F1a"	"CC20.13F1a"	"CB07.01F1a"	"CB20.13F1a"
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_76"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_77"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_78"	0	0	3	0	0	1	3	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_79"	0	0	3	0	0	0	2	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_80"	0	0	0	0	0	1	0	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_81"	0	0	1	0	0	1	2	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_82"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_83"	0	0	2	0	0	0	2	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_84"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_85"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_86"	0	0	2	0	0	3	3	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_87"	0	0	1	0	0	1	1	1
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_88"	1	0	14	0	1	5	9	1
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_89"	0	0	5	0	0	1	5	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_90"	0	0	1	0	1	1	2	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_91"	0	0	4	0	1	1	1	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_92"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_93"	0	0	2	0	0	1	0	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_94"	1	0	4	0	2	3	4	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_95"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_96"	0	0	0	0	0	1	0	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_97"	0	0	3	0	0	5	13	2
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_98"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_99"	0	0	2	0	0	1	0	0
"ERR4968588_bin.12_NODE_71_length_109272_cov_68.120128_100"	0	0	0	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_1"	0	0	1	0	0	3	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_2"	0	0	2	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_3"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_4"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_5"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_6"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_7"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_8"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_9"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_10"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_11"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_12"	0	0	1	0	0	1	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_13"	0	0	6	0	1	2	7	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_14"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_15"	0	0	0	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_16"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_17"	0	0	1	0	0	2	4	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_18"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_19"	0	0	0	0	0	1	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_20"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_21"	0	0	2	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_22"	1	0	9	0	2	4	9	1
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_23"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_24"	0	0	8	0	0	0	3	1
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_25"	0	1	5	0	1	2	8	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_26"	0	0	1	0	0	1	3	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_27"	0	0	2	0	0	1	6	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_28"	0	0	3	0	0	0	3	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_29"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_30"	0	0	0	0	0	1	3	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_31"	0	0	4	0	0	0	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_32"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_33"	0	0	1	0	0	1	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_34"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_35"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_36"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_37"	0	0	10	0	2	3	8	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_38"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_39"	0	0	3	0	1	1	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_40"	0	0	1	0	0	1	5	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_41"	0	0	2	0	0	1	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_42"	0	0	3	0	1	1	6	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_43"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_44"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_45"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_46"	1	0	2	0	1	2	3	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_47"	0	0	1	0	1	1	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_48"	0	0	6	0	1	5	2	1
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_49"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_50"	0	0	2	0	0	1	3	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_51"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_52"	0	0	1	0	1	1	2	1
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_53"	0	0	7	0	1	2	4	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_54"	0	0	2	0	0	0	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_55"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_56"	0	0	0	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_57"	0	0	0	0	1	0	7	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_58"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_59"	0	0	0	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_60"	0	0	2	0	0	1	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_61"	0	0	1	0	0	2	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_62"	0	0	3	0	1	3	3	1
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_63"	0	0	6	1	2	2	9	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_64"	3	4	109	2	9	7	85	4
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_65"	0	0	2	0	0	1	3	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_66"	0	0	1	0	0	2	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_67"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_68"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_69"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_70"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_71"	0	0	2	0	0	1	3	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_72"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_73"	0	0	2	0	0	1	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_74"	0	0	1	0	0	1	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_75"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_76"	0	0	0	0	0	1	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_77"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_78"	0	0	15	1	3	4	10	1
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_79"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_80"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_81"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_82"	0	0	1	0	0	1	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_83"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_84"	0	0	1	0	0	1	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_85"	0	0	2	0	0	2	2	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_86"	0	0	3	1	1	2	4	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_87"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_88"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_89"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_90"	0	0	2	0	0	0	0	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_91"	0	0	2	0	0	3	4	0
"ERR4968588_bin.12_NODE_84_length_103855_cov_57.434807_92"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_1"	0	0	2	0	0	1	4	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_2"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_3"	0	0	1	0	0	1	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_4"	0	0	0	0	0	1	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_5"	0	0	3	0	0	1	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_6"	0	0	0	0	0	0	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_7"	0	0	0	0	0	1	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_8"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_9"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_10"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_11"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_12"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_13"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_14"	0	0	1	0	0	1	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_15"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_16"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_17"	0	0	1	0	0	1	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_18"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_19"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_20"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_21"	0	0	1	0	0	1	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_22"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_23"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_24"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_25"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_26"	0	0	2	0	1	1	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_27"	1	0	10	1	1	3	7	1
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_28"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_29"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_30"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_31"	0	0	2	0	0	0	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_32"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_33"	0	0	3	0	0	1	5	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_34"	0	0	0	0	0	1	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_35"	0	0	2	0	1	2	7	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_36"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_37"	0	0	1	0	0	1	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_38"	0	2	10	0	0	0	38	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_39"	0	0	2	0	1	2	10	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_40"	0	1	5	0	1	1	14	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_41"	0	0	9	0	2	4	17	1
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_42"	0	0	2	0	0	0	4	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_43"	0	0	2	0	0	0	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_44"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_45"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_46"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_47"	0	0	1	0	0	0	7	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_48"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_49"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_50"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_51"	1	0	8	0	0	3	11	1
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_52"	0	0	1	0	0	1	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_53"	0	0	2	0	0	1	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_54"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_55"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_56"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_57"	0	0	2	0	0	2	4	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_58"	2	3	50	2	8	5	58	3
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_59"	0	0	2	0	0	1	3	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_60"	0	0	5	1	1	2	5	1
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_61"	0	0	3	0	0	1	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_62"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_63"	0	0	1	0	0	0	3	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_64"	0	0	9	0	1	1	9	2
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_65"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_66"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_67"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_68"	0	0	5	0	0	1	5	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_69"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_70"	0	0	1	0	0	1	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_71"	0	0	0	0	0	0	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_72"	0	0	2	0	0	1	3	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_73"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_74"	0	0	2	0	0	1	4	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_75"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_76"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_77"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_78"	0	0	1	0	0	0	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_79"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_80"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_81"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_82"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_83"	0	0	0	0	0	1	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_84"	0	1	1	0	0	1	1	1
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_85"	0	0	2	0	1	1	2	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_86"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_87"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_88"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_89"	0	0	1	0	0	0	6	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_90"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_91"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_92"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_93"	0	0	2	0	0	1	4	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_94"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_95"	0	0	2	0	0	2	3	0
"ERR4968588_bin.12_NODE_87_length_103325_cov_57.126058_96"	0	0	0	0	0	1	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_1"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_2"	0	1	2	0	0	0	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_3"	0	1	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_4"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_5"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_6"	0	0	0	0	1	1	3	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_7"	0	0	2	0	0	1	2	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_8"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_9"	0	0	1	0	0	2	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_10"	0	0	1	0	0	1	3	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_11"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_12"	0	0	1	0	0	1	2	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_13"	0	0	1	0	0	1	2	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_14"	0	0	2	0	0	2	3	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_15"	0	0	0	0	0	1	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_16"	0	1	6	0	1	3	6	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_17"	0	0	1	0	0	2	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_18"	0	0	1	0	0	1	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_19"	0	0	1	0	1	2	2	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_20"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_21"	0	0	1	0	0	1	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_22"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_23"	0	0	2	0	0	1	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_24"	0	0	1	0	0	0	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_25"	0	0	0	0	0	1	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_26"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_27"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_28"	0	0	0	0	0	1	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_29"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_30"	0	0	2	0	1	2	14	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_31"	1	0	2	0	0	1	3	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_32"	0	0	0	0	0	1	2	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_33"	0	0	1	0	0	3	4	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_34"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_35"	0	0	1	0	0	1	2	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_36"	0	0	2	0	0	1	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_37"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_38"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_39"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_40"	0	0	1	0	1	1	2	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_41"	0	1	2	0	0	2	4	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_42"	0	0	2	0	0	1	5	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_43"	0	0	2	0	0	1	5	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_44"	0	0	0	0	0	0	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_45"	0	0	1	0	0	1	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_46"	0	0	4	0	1	3	11	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_47"	0	0	3	0	1	3	4	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_48"	0	0	1	0	0	1	0	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_49"	0	0	2	0	0	1	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_50"	0	0	1	0	0	0	3	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_51"	0	0	6	0	0	1	8	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_52"	0	0	4	0	0	1	5	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_53"	0	0	2	0	0	1	6	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_54"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_55"	0	0	6	1	1	2	10	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_56"	0	0	1	0	0	0	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_57"	0	0	1	0	0	0	5	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_58"	0	0	0	0	0	0	1	0
"ERR4968588_bin.12_NODE_93_length_99892_cov_53.784158_59"	0	0	9	0	1	1	6	1
